	id	acronym
0	294	SCm
1	500	MO
2	453	SS
3	31	ACA
4	972	PL
5	44	ILA
6	714	ORB
7	95	AI
8	254	RSP
9	1080	HIP
10	822	RHP
11	672	CP
12	242	LS
13	536	CEA
14	1022	GPe
15	342	SI
16	351	BST
17	38	PVH
18	30	PVa
19	223	ARH
20	272	AVPV
21	830	DMH
22	523	MPO
23	133	PVpo
24	347	SBPV
25	286	SCH
26	576073699	VMPO
27	689	VLPO
28	88	AHN
29	515	MPN
30	1004	PMv
31	63	PVHd
32	693	VMH
33	946	PH
34	194	LHA
35	226	LPO
36	364	PSTN
37	173	RCH
38	614	TU
39	797	ZI
