	id	acronym
0	315	Isocortex
1	698	OLF
2	1089	HPF
3	703	CTXsp
4	477	STR
5	803	PAL
6	549	TH
7	1097	HY
8	313	MB
9	1065	HB
10	528	CBX
11	519	CBN
